id,booking_time,room_type,price,reservation_type,check_in_time,check_out_time,adults,children,night_stay,name,country_code,identity_number,age,gender,phone,email
1589,2023-08-29,Suite,2500000,OTA-Traveloka,2023-09-26 14:00:00,2023-09-28 00:00:00,2,0,1,Guest 1458,ID,52780178,33,Female,+62-9909653,guest1918@example.com
1590,2024-07-08,Suite,2500000,OTA-Traveloka,2024-07-09 18:00:00,2024-07-16 03:00:00,4,0,6,Guest 4499,PH,65720390,52,Female,+62-9635284,guest6585@example.com
1591,2023-06-15,Regular,1000000,OTA-Tiket.com,2023-06-26 18:00:00,2023-07-06 05:00:00,1,1,9,Guest 1675,MY,91934274,43,Female,+62-4492774,guest9822@example.com
1592,2024-12-25,Suite,2500000,OTA-Tiket.com,2024-12-31 14:00:00,2025-01-03 22:00:00,1,0,3,Guest 9777,PH,58274985,56,Female,+62-1354656,guest1017@example.com
1593,2020-04-01,Presidential,3000000,OTA-Tiket.com,2020-04-09 17:00:00,2020-04-23 03:00:00,3,1,13,Guest 8100,PH,69124348,28,Female,+62-9598408,guest3438@example.com
1594,2022-01-08,Presidential,3000000,Walk-in,2022-01-15 15:00:00,2022-01-20 00:00:00,2,1,4,Guest 4570,TH,60437498,27,Female,+62-5216857,guest2631@example.com
1595,2021-10-12,Regular,1000000,Group Travel Agent,2021-11-05 16:00:00,2021-11-17 00:00:00,3,0,11,Guest 7622,TH,38121115,23,Male,+62-3332711,guest6758@example.com
1596,2020-04-09,Fancy,2000000,Walk-in,2020-04-29 16:00:00,2020-05-08 01:00:00,2,1,8,Guest 1657,SG,23817504,41,Male,+62-2384496,guest2807@example.com
1597,2024-04-21,Family,1000000,OTA-Booking.com,2024-05-04 16:00:00,2024-05-11 01:00:00,1,0,6,Guest 1912,SG,76713681,60,Female,+62-9873346,guest3841@example.com
1598,2022-11-30,Fancy,2000000,Walk-in,2022-12-27 18:00:00,2023-01-04 03:00:00,1,1,7,Guest 7808,MY,57290689,23,Male,+62-7649629,guest3327@example.com
1599,2020-02-24,Deluxe,1500000,Walk-in,2020-03-15 16:00:00,2020-03-23 23:00:00,1,1,8,Guest 4370,MY,36908871,37,Male,+62-7757546,guest6808@example.com
1600,2024-10-09,Presidential,3000000,OTA-Traveloka,2024-11-07 18:00:00,2024-11-21 02:00:00,3,1,13,Guest 2171,PH,60068139,57,Female,+62-3481069,guest7473@example.com
1601,2023-09-09,Presidential,3000000,Walk-in,2023-09-20 17:00:00,2023-09-23 02:00:00,4,1,2,Guest 9603,PH,20724817,20,Female,+62-9382279,guest4184@example.com
1602,2021-12-16,Suite,2500000,OTA-Traveloka,2022-01-14 16:00:00,2022-01-25 02:00:00,4,0,10,Guest 4600,MY,42089004,52,Male,+62-9884912,guest6635@example.com
1603,2022-08-05,Standard,500000,OTA-Traveloka,2022-08-18 17:00:00,2022-08-27 01:00:00,3,1,8,Guest 9246,PH,56562669,28,Female,+62-6918933,guest3738@example.com
1604,2023-08-18,Family,1000000,OTA-Tiket.com,2023-08-30 17:00:00,2023-09-03 02:00:00,2,2,3,Guest 9715,MY,55357999,37,Male,+62-1081455,guest5882@example.com
1605,2021-05-25,Presidential,3000000,Walk-in,2021-06-17 14:00:00,2021-06-26 23:00:00,2,0,9,Guest 8851,MY,53609116,62,Male,+62-3027509,guest9625@example.com
1606,2021-12-23,Suite,2500000,OTA-Booking.com,2021-12-31 17:00:00,2022-01-15 01:00:00,3,2,14,Guest 5295,MY,58472412,46,Male,+62-5095449,guest2322@example.com
1607,2023-03-31,Regular,1000000,Walk-in,2023-04-15 18:00:00,2023-04-26 02:00:00,3,0,10,Guest 7716,PH,60250990,51,Female,+62-1182069,guest6663@example.com
1608,2022-01-14,Regular,1000000,Group Travel Agent,2022-02-07 17:00:00,2022-02-19 04:00:00,1,2,11,Guest 9808,ID,90119428,46,Female,+62-3083540,guest4837@example.com
1609,2020-11-22,Family,1000000,Walk-in,2020-11-29 17:00:00,2020-12-11 01:00:00,4,1,11,Guest 5848,TH,56341549,31,Male,+62-4023109,guest6213@example.com
1610,2021-08-07,Fancy,2000000,Walk-in,2021-08-17 18:00:00,2021-08-23 05:00:00,3,0,5,Guest 8754,ID,12151260,59,Male,+62-1976135,guest3261@example.com
1611,2021-06-17,Fancy,2000000,Group Travel Agent,2021-07-15 18:00:00,2021-07-23 02:00:00,3,1,7,Guest 6764,PH,72851219,23,Male,+62-2951908,guest6583@example.com
1612,2020-08-30,Fancy,2000000,OTA-Tiket.com,2020-09-28 18:00:00,2020-10-01 03:00:00,3,2,2,Guest 3284,ID,30146823,25,Female,+62-1153041,guest4865@example.com
1613,2022-01-27,Regular,1000000,Group Travel Agent,2022-02-23 14:00:00,2022-02-28 01:00:00,1,0,4,Guest 2345,TH,51259199,35,Male,+62-4634783,guest1196@example.com
1614,2023-02-01,Regular,1000000,OTA-Tiket.com,2023-02-07 14:00:00,2023-02-15 01:00:00,1,2,7,Guest 8816,TH,14252117,55,Female,+62-3823586,guest8560@example.com
1615,2021-07-13,Standard,500000,Walk-in,2021-07-31 18:00:00,2021-08-09 01:00:00,4,2,8,Guest 4091,TH,45862392,53,Male,+62-9461050,guest4519@example.com
1616,2023-10-22,Family,1000000,Walk-in,2023-11-04 16:00:00,2023-11-14 02:00:00,4,1,9,Guest 2804,PH,18992273,18,Female,+62-4098288,guest7770@example.com
1617,2023-12-20,Suite,2500000,Walk-in,2024-01-13 14:00:00,2024-01-17 01:00:00,4,2,3,Guest 1371,SG,77552096,31,Male,+62-8235109,guest6252@example.com
1618,2023-04-20,Fancy,2000000,OTA-Tiket.com,2023-04-27 17:00:00,2023-05-10 02:00:00,2,0,12,Guest 1034,PH,67380940,27,Female,+62-5501879,guest6682@example.com
1619,2024-12-16,Suite,2500000,OTA-Traveloka,2024-12-28 17:00:00,2025-01-07 02:00:00,1,0,9,Guest 4944,MY,52822047,41,Female,+62-9541850,guest9537@example.com
1620,2020-08-09,Fancy,2000000,OTA-Traveloka,2020-08-18 15:00:00,2020-08-29 23:00:00,1,2,11,Guest 4985,PH,74625417,55,Male,+62-8270789,guest2558@example.com
1621,2020-02-18,Fancy,2000000,Walk-in,2020-03-15 15:00:00,2020-03-19 02:00:00,3,2,3,Guest 5523,PH,91860186,35,Female,+62-2163988,guest8586@example.com
1622,2022-12-09,Presidential,3000000,Group Travel Agent,2022-12-19 14:00:00,2022-12-26 21:00:00,2,2,7,Guest 5786,TH,47750549,22,Male,+62-2005374,guest5991@example.com
1623,2020-06-02,Family,1000000,OTA-Tiket.com,2020-07-01 16:00:00,2020-07-07 00:00:00,1,1,5,Guest 8131,TH,71626514,21,Male,+62-3827106,guest8050@example.com
1624,2022-07-31,Presidential,3000000,Walk-in,2022-08-19 16:00:00,2022-09-03 02:00:00,1,1,14,Guest 1850,ID,67992614,25,Female,+62-5005174,guest6421@example.com
1625,2024-04-24,Standard,500000,OTA-Tiket.com,2024-05-19 15:00:00,2024-05-31 02:00:00,3,2,11,Guest 6304,MY,73997271,61,Female,+62-9484133,guest8951@example.com
1626,2024-12-13,Deluxe,1500000,OTA-Tiket.com,2024-12-17 17:00:00,2024-12-20 04:00:00,1,1,2,Guest 2226,SG,93923415,47,Female,+62-4006777,guest7032@example.com
1627,2020-09-08,Regular,1000000,Walk-in,2020-09-28 15:00:00,2020-10-13 01:00:00,1,0,14,Guest 8189,SG,74349563,61,Female,+62-1370729,guest6384@example.com
1628,2022-09-13,Deluxe,1500000,OTA-Tiket.com,2022-10-11 16:00:00,2022-10-23 01:00:00,1,0,11,Guest 5564,TH,15325974,51,Female,+62-2555502,guest8737@example.com
1629,2020-08-19,Fancy,2000000,OTA-Booking.com,2020-09-06 17:00:00,2020-09-16 01:00:00,4,2,9,Guest 9636,SG,39513124,44,Male,+62-4996372,guest3822@example.com
1630,2021-03-27,Fancy,2000000,Walk-in,2021-04-22 14:00:00,2021-04-27 22:00:00,4,2,5,Guest 8776,SG,98645326,48,Male,+62-1738989,guest2171@example.com
1631,2020-12-08,Fancy,2000000,Group Travel Agent,2020-12-22 14:00:00,2021-01-04 23:00:00,3,1,13,Guest 2719,TH,38414013,40,Male,+62-8690916,guest4780@example.com
1632,2020-05-25,Suite,2500000,OTA-Tiket.com,2020-06-24 14:00:00,2020-07-05 21:00:00,3,0,11,Guest 5351,TH,62657640,44,Male,+62-2951405,guest7461@example.com
1633,2021-10-12,Suite,2500000,OTA-Traveloka,2021-11-10 14:00:00,2021-11-13 22:00:00,3,2,3,Guest 8887,SG,89941053,61,Male,+62-7590154,guest1485@example.com
1634,2021-07-28,Presidential,3000000,OTA-Traveloka,2021-08-17 16:00:00,2021-08-24 02:00:00,4,2,6,Guest 9645,ID,53292358,31,Male,+62-5060150,guest9410@example.com
1635,2022-09-07,Family,1000000,OTA-Tiket.com,2022-09-17 17:00:00,2022-09-28 02:00:00,1,2,10,Guest 2427,PH,38201003,23,Male,+62-8990724,guest1313@example.com
1636,2023-01-22,Suite,2500000,Walk-in,2023-01-26 14:00:00,2023-02-08 23:00:00,3,1,13,Guest 3348,MY,34504922,46,Male,+62-5919366,guest8674@example.com
1637,2024-02-20,Suite,2500000,OTA-Booking.com,2024-03-20 15:00:00,2024-03-29 22:00:00,1,2,9,Guest 1186,PH,23161509,58,Male,+62-1613515,guest9299@example.com
1638,2021-10-25,Standard,500000,OTA-Traveloka,2021-10-28 18:00:00,2021-11-01 05:00:00,2,0,3,Guest 7807,PH,57858346,22,Female,+62-7394005,guest7119@example.com
1639,2022-08-03,Regular,1000000,Walk-in,2022-08-31 18:00:00,2022-09-07 05:00:00,4,2,6,Guest 4327,ID,33728678,28,Male,+62-7685602,guest7841@example.com
1640,2022-08-06,Deluxe,1500000,Walk-in,2022-08-20 16:00:00,2022-09-04 01:00:00,3,1,14,Guest 4846,SG,16334347,55,Female,+62-2341012,guest4925@example.com
1641,2022-09-06,Regular,1000000,OTA-Booking.com,2022-09-19 16:00:00,2022-09-28 23:00:00,3,1,9,Guest 9609,ID,33835857,61,Male,+62-5370608,guest7688@example.com
1642,2024-12-12,Regular,1000000,OTA-Booking.com,2024-12-25 17:00:00,2025-01-08 01:00:00,2,0,13,Guest 4591,TH,69919623,44,Male,+62-1771503,guest7818@example.com
1643,2024-06-18,Deluxe,1500000,OTA-Tiket.com,2024-07-16 16:00:00,2024-07-25 00:00:00,1,1,8,Guest 6926,TH,82837107,59,Male,+62-2539940,guest3786@example.com
1644,2023-09-02,Family,1000000,OTA-Tiket.com,2023-09-18 18:00:00,2023-09-21 03:00:00,3,0,2,Guest 1783,PH,66615583,61,Female,+62-1231408,guest6342@example.com
1645,2022-02-27,Fancy,2000000,Walk-in,2022-03-01 18:00:00,2022-03-15 02:00:00,2,0,13,Guest 6433,ID,45951045,57,Male,+62-4265747,guest1305@example.com
1646,2021-10-22,Fancy,2000000,OTA-Traveloka,2021-11-15 14:00:00,2021-11-25 22:00:00,3,2,10,Guest 7144,SG,47032760,48,Female,+62-6509641,guest9486@example.com
1647,2024-05-28,Deluxe,1500000,Walk-in,2024-06-21 17:00:00,2024-06-25 02:00:00,4,2,3,Guest 5810,PH,15295709,19,Female,+62-4640237,guest5607@example.com
1648,2022-11-24,Deluxe,1500000,Walk-in,2022-11-29 17:00:00,2022-12-08 01:00:00,1,1,8,Guest 2264,MY,34946457,43,Male,+62-7947817,guest3868@example.com
1649,2020-10-03,Presidential,3000000,OTA-Traveloka,2020-10-29 18:00:00,2020-11-12 03:00:00,2,0,13,Guest 4166,SG,92846575,60,Female,+62-2402439,guest3974@example.com
1650,2024-08-02,Presidential,3000000,OTA-Traveloka,2024-08-24 15:00:00,2024-08-30 00:00:00,4,1,5,Guest 1590,ID,35582660,37,Male,+62-8554585,guest8689@example.com
1651,2023-04-28,Suite,2500000,Group Travel Agent,2023-05-09 17:00:00,2023-05-20 02:00:00,1,0,10,Guest 8501,MY,20188201,61,Male,+62-9701808,guest3820@example.com
1652,2024-02-20,Family,1000000,OTA-Booking.com,2024-03-02 15:00:00,2024-03-17 02:00:00,1,1,14,Guest 1178,PH,40830788,59,Female,+62-4877926,guest8454@example.com
1653,2022-05-09,Regular,1000000,OTA-Tiket.com,2022-05-14 14:00:00,2022-05-22 01:00:00,1,0,7,Guest 2018,TH,33804593,61,Female,+62-3773495,guest9895@example.com
1654,2020-10-25,Suite,2500000,OTA-Booking.com,2020-11-21 17:00:00,2020-12-06 04:00:00,1,1,14,Guest 1904,ID,86368543,48,Male,+62-2349573,guest1944@example.com
1655,2024-02-18,Regular,1000000,OTA-Traveloka,2024-03-14 17:00:00,2024-03-17 04:00:00,3,2,2,Guest 3797,SG,32575673,27,Female,+62-8638122,guest7289@example.com
1656,2022-04-29,Deluxe,1500000,OTA-Traveloka,2022-05-17 14:00:00,2022-05-28 22:00:00,1,0,11,Guest 9748,TH,85991471,30,Female,+62-8683516,guest7885@example.com
1657,2022-12-24,Presidential,3000000,OTA-Traveloka,2023-01-19 17:00:00,2023-01-21 02:00:00,2,1,1,Guest 6980,MY,31730510,20,Female,+62-8799512,guest5854@example.com
1658,2024-01-31,Deluxe,1500000,OTA-Traveloka,2024-02-01 14:00:00,2024-02-14 22:00:00,1,2,13,Guest 8969,PH,69483688,18,Female,+62-7209058,guest3122@example.com
1659,2022-11-29,Deluxe,1500000,OTA-Traveloka,2022-12-25 14:00:00,2023-01-08 01:00:00,4,1,13,Guest 3558,TH,53532996,54,Male,+62-6988062,guest3627@example.com
1660,2024-12-20,Family,1000000,Walk-in,2024-12-28 17:00:00,2025-01-11 01:00:00,3,0,13,Guest 6282,SG,84277902,63,Female,+62-7297615,guest6673@example.com
1661,2022-07-23,Fancy,2000000,OTA-Traveloka,2022-07-24 18:00:00,2022-07-27 02:00:00,3,2,2,Guest 9696,PH,61561317,35,Male,+62-2638915,guest4910@example.com
1662,2022-09-07,Suite,2500000,OTA-Tiket.com,2022-10-06 15:00:00,2022-10-19 02:00:00,1,1,12,Guest 8773,MY,67305820,60,Male,+62-8663586,guest3272@example.com
1663,2021-05-10,Standard,500000,OTA-Traveloka,2021-05-29 17:00:00,2021-06-09 00:00:00,1,2,10,Guest 1594,TH,86080751,53,Female,+62-3425697,guest5516@example.com
1664,2021-02-27,Regular,1000000,Walk-in,2021-03-24 17:00:00,2021-04-04 00:00:00,1,0,10,Guest 6290,PH,26810298,43,Female,+62-7165401,guest6888@example.com
1665,2021-10-18,Regular,1000000,OTA-Traveloka,2021-10-29 18:00:00,2021-11-08 04:00:00,3,0,9,Guest 8587,SG,84375951,61,Female,+62-3469852,guest9214@example.com
1666,2021-01-02,Fancy,2000000,Group Travel Agent,2021-01-11 15:00:00,2021-01-19 22:00:00,4,1,8,Guest 4177,ID,85138708,41,Female,+62-2906261,guest2605@example.com
1667,2020-05-14,Family,1000000,Walk-in,2020-06-10 18:00:00,2020-06-17 05:00:00,2,1,6,Guest 9840,PH,87865531,61,Male,+62-1066868,guest9337@example.com
1668,2024-04-03,Deluxe,1500000,OTA-Traveloka,2024-04-25 15:00:00,2024-04-26 23:00:00,3,2,1,Guest 5516,PH,68508777,57,Female,+62-2848309,guest3100@example.com
1669,2022-09-25,Fancy,2000000,Walk-in,2022-10-15 18:00:00,2022-10-26 01:00:00,3,1,10,Guest 4650,MY,43013375,41,Male,+62-3097880,guest7001@example.com
1670,2020-03-27,Fancy,2000000,OTA-Tiket.com,2020-03-31 18:00:00,2020-04-11 05:00:00,4,2,10,Guest 9597,MY,67840078,65,Female,+62-2483347,guest1762@example.com
1671,2023-12-10,Standard,500000,Group Travel Agent,2024-01-04 18:00:00,2024-01-08 04:00:00,2,1,3,Guest 7164,MY,37779135,41,Female,+62-4727402,guest4197@example.com
1672,2020-05-03,Presidential,3000000,OTA-Booking.com,2020-05-17 18:00:00,2020-05-27 01:00:00,4,0,9,Guest 8937,TH,23347454,27,Female,+62-5764905,guest8938@example.com
1673,2020-09-22,Standard,500000,Walk-in,2020-10-15 17:00:00,2020-10-23 00:00:00,2,1,7,Guest 2460,PH,74369116,38,Male,+62-8283783,guest7935@example.com
1674,2023-09-08,Standard,500000,Walk-in,2023-10-06 18:00:00,2023-10-16 01:00:00,4,1,9,Guest 6563,ID,92676179,56,Male,+62-5626180,guest2977@example.com
1675,2024-05-03,Fancy,2000000,Walk-in,2024-05-22 15:00:00,2024-06-06 01:00:00,4,2,14,Guest 8733,ID,31297028,63,Male,+62-8756518,guest5268@example.com
1676,2020-03-28,Presidential,3000000,Group Travel Agent,2020-04-16 15:00:00,2020-04-28 01:00:00,3,1,11,Guest 5263,PH,26685495,49,Female,+62-3883338,guest4556@example.com
1677,2021-12-21,Suite,2500000,OTA-Tiket.com,2021-12-26 16:00:00,2022-01-07 01:00:00,2,0,11,Guest 6169,TH,90572164,18,Female,+62-9772173,guest9574@example.com
1678,2024-05-08,Suite,2500000,Group Travel Agent,2024-05-24 14:00:00,2024-06-04 23:00:00,4,2,11,Guest 3831,PH,90799811,52,Male,+62-7062360,guest7679@example.com
1679,2024-12-05,Family,1000000,OTA-Tiket.com,2024-12-16 14:00:00,2024-12-19 21:00:00,4,2,3,Guest 3299,SG,29815496,44,Male,+62-5974071,guest2229@example.com
1680,2022-01-20,Family,1000000,Walk-in,2022-02-16 16:00:00,2022-02-20 01:00:00,1,0,3,Guest 8334,PH,23403852,36,Female,+62-7978271,guest8123@example.com
1681,2023-02-04,Family,1000000,Group Travel Agent,2023-02-11 17:00:00,2023-02-16 01:00:00,3,2,4,Guest 2475,PH,79675162,51,Male,+62-7460789,guest6141@example.com
1682,2020-01-21,Family,1000000,Walk-in,2020-02-13 17:00:00,2020-02-27 04:00:00,3,0,13,Guest 8273,SG,31577432,43,Female,+62-2827107,guest4178@example.com
1683,2023-02-22,Deluxe,1500000,Walk-in,2023-02-27 16:00:00,2023-03-05 02:00:00,2,0,5,Guest 1127,MY,63806293,41,Male,+62-6359244,guest2693@example.com
1684,2020-06-08,Fancy,2000000,OTA-Booking.com,2020-06-27 15:00:00,2020-07-12 00:00:00,4,1,14,Guest 8877,TH,11098660,51,Female,+62-1341159,guest4811@example.com
1685,2022-05-13,Fancy,2000000,OTA-Tiket.com,2022-05-31 16:00:00,2022-06-02 00:00:00,3,0,1,Guest 9530,TH,87047826,54,Female,+62-7961650,guest7049@example.com
1686,2020-02-25,Presidential,3000000,Walk-in,2020-02-29 18:00:00,2020-03-15 04:00:00,4,1,14,Guest 3302,TH,83755248,61,Male,+62-4513182,guest8458@example.com
1687,2024-07-10,Regular,1000000,Group Travel Agent,2024-08-08 17:00:00,2024-08-13 02:00:00,1,0,4,Guest 4005,ID,88216468,37,Female,+62-5650002,guest6189@example.com
1688,2024-09-22,Deluxe,1500000,OTA-Tiket.com,2024-09-23 16:00:00,2024-09-25 23:00:00,4,1,2,Guest 3139,SG,79074234,55,Male,+62-4736526,guest7381@example.com
1689,2024-05-20,Standard,500000,OTA-Booking.com,2024-05-28 15:00:00,2024-06-05 01:00:00,1,2,7,Guest 5833,SG,51168499,44,Female,+62-1688005,guest4443@example.com
1690,2023-12-12,Fancy,2000000,Walk-in,2023-12-31 18:00:00,2024-01-07 02:00:00,2,2,6,Guest 7007,ID,38302050,34,Female,+62-7542134,guest8110@example.com
1691,2024-06-21,Regular,1000000,Group Travel Agent,2024-07-10 14:00:00,2024-07-15 21:00:00,3,2,5,Guest 7004,PH,47490786,27,Female,+62-2893077,guest2364@example.com
1692,2022-09-20,Fancy,2000000,Group Travel Agent,2022-10-06 18:00:00,2022-10-09 01:00:00,2,2,2,Guest 9246,PH,39226428,27,Female,+62-3934483,guest7843@example.com
1693,2023-04-18,Family,1000000,OTA-Booking.com,2023-05-11 14:00:00,2023-05-17 01:00:00,2,0,5,Guest 1800,MY,47817679,19,Female,+62-1945836,guest7950@example.com
1694,2020-10-06,Standard,500000,Group Travel Agent,2020-10-24 17:00:00,2020-10-26 01:00:00,4,2,1,Guest 4175,MY,85298436,51,Male,+62-9950281,guest5423@example.com
1695,2022-10-04,Fancy,2000000,OTA-Tiket.com,2022-10-30 18:00:00,2022-11-12 03:00:00,1,1,12,Guest 5315,TH,56304424,22,Male,+62-7660401,guest1582@example.com
1696,2021-07-01,Suite,2500000,OTA-Traveloka,2021-07-06 15:00:00,2021-07-12 00:00:00,4,1,5,Guest 3699,MY,85013320,32,Male,+62-8303787,guest9089@example.com
1697,2024-03-03,Presidential,3000000,Walk-in,2024-03-15 17:00:00,2024-03-27 03:00:00,4,2,11,Guest 4695,SG,41951837,50,Female,+62-9388635,guest4980@example.com
1698,2023-02-22,Presidential,3000000,OTA-Tiket.com,2023-03-13 15:00:00,2023-03-16 02:00:00,3,2,2,Guest 7955,PH,22716986,26,Female,+62-2503235,guest4959@example.com
1699,2022-08-06,Presidential,3000000,OTA-Traveloka,2022-08-07 14:00:00,2022-08-19 22:00:00,2,2,12,Guest 6830,ID,30645601,47,Male,+62-4659313,guest3199@example.com
1700,2022-05-10,Fancy,2000000,OTA-Booking.com,2022-06-02 16:00:00,2022-06-11 00:00:00,1,2,8,Guest 9974,SG,93865638,57,Male,+62-1474117,guest3362@example.com
1701,2023-05-27,Presidential,3000000,OTA-Booking.com,2023-05-30 18:00:00,2023-06-05 03:00:00,3,0,5,Guest 9295,PH,73240141,30,Male,+62-3248020,guest1051@example.com
1702,2024-02-07,Regular,1000000,Walk-in,2024-03-02 18:00:00,2024-03-14 01:00:00,1,1,11,Guest 8906,ID,80927020,50,Female,+62-6917400,guest4133@example.com
1703,2022-08-16,Presidential,3000000,Walk-in,2022-09-08 14:00:00,2022-09-22 01:00:00,3,1,13,Guest 7742,PH,59670592,19,Male,+62-7052685,guest1283@example.com
1704,2021-11-22,Fancy,2000000,OTA-Booking.com,2021-11-30 16:00:00,2021-12-11 01:00:00,1,1,10,Guest 5140,ID,91368967,62,Female,+62-2306144,guest6373@example.com
1705,2024-02-27,Fancy,2000000,OTA-Booking.com,2024-03-27 18:00:00,2024-04-03 05:00:00,2,0,6,Guest 6742,TH,69075647,47,Female,+62-3633075,guest4632@example.com
1706,2022-07-11,Suite,2500000,OTA-Tiket.com,2022-07-29 18:00:00,2022-08-10 02:00:00,1,0,11,Guest 7726,MY,60099112,46,Male,+62-5300229,guest8688@example.com
1707,2021-05-03,Presidential,3000000,Group Travel Agent,2021-05-12 16:00:00,2021-05-15 01:00:00,3,2,2,Guest 6999,MY,93348456,37,Male,+62-8990312,guest4269@example.com
1708,2023-11-07,Standard,500000,Group Travel Agent,2023-11-11 17:00:00,2023-11-22 01:00:00,3,2,10,Guest 4305,ID,53776341,54,Male,+62-6360312,guest3824@example.com
1709,2021-09-30,Standard,500000,OTA-Tiket.com,2021-10-24 18:00:00,2021-11-07 01:00:00,2,2,13,Guest 6543,MY,90997650,31,Male,+62-3758926,guest8141@example.com
1710,2024-03-15,Family,1000000,Walk-in,2024-04-05 17:00:00,2024-04-07 02:00:00,3,0,1,Guest 2619,ID,75589089,34,Female,+62-8057948,guest2534@example.com
1711,2024-07-01,Family,1000000,OTA-Booking.com,2024-07-27 17:00:00,2024-08-04 04:00:00,1,1,7,Guest 1598,MY,84421479,23,Female,+62-8823200,guest3574@example.com
1712,2023-04-02,Regular,1000000,OTA-Traveloka,2023-04-19 15:00:00,2023-04-24 22:00:00,2,1,5,Guest 3539,SG,45427701,40,Male,+62-2407529,guest2098@example.com
1713,2024-09-06,Deluxe,1500000,OTA-Tiket.com,2024-09-30 14:00:00,2024-10-07 01:00:00,1,1,6,Guest 1737,SG,59923255,22,Female,+62-7584072,guest7843@example.com
1714,2023-05-05,Suite,2500000,Group Travel Agent,2023-06-03 18:00:00,2023-06-06 01:00:00,2,1,2,Guest 5702,ID,77878821,25,Male,+62-8039091,guest2949@example.com
1715,2023-01-14,Standard,500000,OTA-Traveloka,2023-01-25 17:00:00,2023-02-03 02:00:00,2,2,8,Guest 4120,MY,57872063,40,Male,+62-7997100,guest6147@example.com
1716,2020-12-07,Regular,1000000,Walk-in,2020-12-30 14:00:00,2020-12-31 21:00:00,4,1,1,Guest 2121,TH,99134783,41,Female,+62-9396133,guest4445@example.com
1717,2020-09-04,Fancy,2000000,OTA-Tiket.com,2020-09-08 15:00:00,2020-09-23 02:00:00,3,0,14,Guest 8221,PH,41410833,22,Male,+62-5373232,guest5761@example.com
1718,2020-05-09,Presidential,3000000,OTA-Traveloka,2020-06-06 15:00:00,2020-06-13 23:00:00,3,2,7,Guest 8752,TH,96125888,30,Male,+62-3974709,guest7045@example.com
1719,2024-07-22,Fancy,2000000,Group Travel Agent,2024-07-31 15:00:00,2024-08-06 01:00:00,4,1,5,Guest 4816,PH,71209481,48,Female,+62-5544121,guest2678@example.com
1720,2020-03-03,Family,1000000,OTA-Booking.com,2020-03-18 14:00:00,2020-03-29 22:00:00,4,0,11,Guest 2715,TH,52512536,52,Female,+62-1598467,guest3146@example.com
1721,2021-12-11,Suite,2500000,OTA-Traveloka,2021-12-18 14:00:00,2021-12-24 23:00:00,2,1,6,Guest 8642,TH,29447996,54,Male,+62-9120651,guest5588@example.com
1722,2023-09-26,Suite,2500000,OTA-Traveloka,2023-10-09 17:00:00,2023-10-17 00:00:00,1,1,7,Guest 6649,TH,86027406,27,Female,+62-4701317,guest8823@example.com
1723,2024-02-14,Deluxe,1500000,OTA-Booking.com,2024-03-08 17:00:00,2024-03-10 01:00:00,3,1,1,Guest 1310,ID,42160189,23,Female,+62-7598964,guest4680@example.com
1724,2021-08-19,Regular,1000000,Group Travel Agent,2021-09-05 16:00:00,2021-09-14 01:00:00,1,1,8,Guest 5129,TH,70635585,28,Male,+62-4771961,guest3081@example.com
1725,2020-02-28,Presidential,3000000,Group Travel Agent,2020-03-19 16:00:00,2020-04-01 01:00:00,4,1,12,Guest 7086,MY,46117527,45,Male,+62-6324439,guest1986@example.com
1726,2022-09-01,Family,1000000,OTA-Traveloka,2022-09-17 16:00:00,2022-09-29 23:00:00,2,2,12,Guest 3632,ID,46329314,38,Male,+62-8021987,guest8007@example.com
1727,2022-07-04,Presidential,3000000,OTA-Traveloka,2022-07-18 15:00:00,2022-07-29 23:00:00,3,0,11,Guest 1050,SG,94994800,20,Female,+62-2340304,guest8582@example.com
1728,2022-01-28,Deluxe,1500000,OTA-Tiket.com,2022-02-05 17:00:00,2022-02-15 00:00:00,1,2,9,Guest 5481,PH,90447766,59,Female,+62-4007995,guest9181@example.com
1729,2024-11-01,Deluxe,1500000,OTA-Tiket.com,2024-11-19 17:00:00,2024-12-01 02:00:00,1,1,11,Guest 1945,MY,12254294,30,Male,+62-7867935,guest9640@example.com
1730,2024-01-03,Presidential,3000000,Group Travel Agent,2024-01-14 17:00:00,2024-01-27 03:00:00,1,2,12,Guest 7832,MY,29040946,56,Male,+62-2113175,guest9228@example.com
1731,2020-06-22,Standard,500000,OTA-Tiket.com,2020-07-05 16:00:00,2020-07-13 23:00:00,1,0,8,Guest 1827,ID,98685707,56,Male,+62-3933200,guest6076@example.com
1732,2022-08-05,Suite,2500000,OTA-Traveloka,2022-08-06 14:00:00,2022-08-13 23:00:00,1,2,7,Guest 6872,SG,15823763,18,Female,+62-2007609,guest2252@example.com
1733,2021-04-05,Regular,1000000,Group Travel Agent,2021-04-15 17:00:00,2021-04-17 03:00:00,3,0,1,Guest 4529,TH,24749708,34,Female,+62-6601066,guest4920@example.com
1734,2020-06-16,Presidential,3000000,Walk-in,2020-06-30 17:00:00,2020-07-06 03:00:00,2,1,5,Guest 8703,ID,24509131,22,Male,+62-2079597,guest8180@example.com
1735,2020-11-06,Presidential,3000000,OTA-Tiket.com,2020-11-14 17:00:00,2020-11-17 02:00:00,1,2,2,Guest 5819,MY,87124145,38,Female,+62-6195146,guest8117@example.com
